省份,城市,区域,商圈,资源名称,详细地址,楼盘类型,楼栋数量,单元门数量,楼盘价格,住户数量,入住年份,广告限制,大门口媒体面数,单元内媒体数,其他媒体面数,总媒体面数
江苏省,南京市,秦淮区,夫子庙,旭光里小区1,旭光西路2号,,49,108.0,34183,1413,1990,"低俗医疗,不孕不育,低俗,游戏,内衣内裤,计生用品",0,38,0,38
江苏省,南京市,秦淮区,夫子庙,武定新村一村,秦虹路98号,,48,193.0,31760,2401,1989,"低俗医疗,不孕不育,低俗,游戏,内衣内裤,计生用品",0,78,0,78
江苏省,南京市,建邺区,,建盛丽庭,湖西街8号,,3,10.0,35000,140,2002,"低俗医疗,APP扫码推广,不孕不育,低俗,内衣内裤",2,20,0,22
江苏省,南京市,浦口区,,天华绿谷,南京市江北新区泰冯路69号,,31,70.0,16478,1139,2014,"不孕不育,低俗,低俗医疗,内衣内裤,游戏,计生用品",3,152,0,155
江苏省,南京市,建邺区,,湖西庭园,湖西街18号,,2,6.0,41157,90,1995,"不孕不育,低俗,内衣内裤,贷款",1,12,0,13
江苏省,南京市,鼓楼区,龙江商圈,天水滨江花园东区,汉中门400号,,2,6.0,68000,154,2010,,3,18,0,21
江苏省,南京市,鼓楼区,中央门商圈,校门口1号,校门口1号,,5,17.0,41000,424,1998,,0,38,0,38
江苏省,南京市,江宁区,,启迪城博园,江宁区智汇路189号,,6,12.0,26000,219,2015,"不孕不育,低俗,低俗医疗,女性生理期用品,房屋地产,物业,计生用品",2,24,0,26
江苏省,南京市,江宁区,,百家湖东花园,利源中路99号,,9,0.0,27000,696,2006,"不孕不育,中介,低俗,低俗医疗,医美整形,女性生理期用品,房屋租赁,计生用品,金融理财",3,12,0,15
江苏省,南京市,浦口区,,白马澜山,白马路81号,,22,76.0,32028,1098,2018,"低俗医疗,不孕不育,低俗,游戏,内衣内裤,计生用品,女性生理期用品",2,0,0,2
江苏省,南京市,栖霞区,,银河湾卓苑,尧景路1号,,8,26.0,25000,300,2000,"房屋地产,低俗医疗,物业,不孕不育,低俗,内衣内裤",0,51,0,51
江苏省,南京市,江宁区,麒麟街道,启迪城雅园,江宁区智汇路188号,,7,7.0,23650,586,2014,"不孕不育,低俗,低俗医疗,女性生理期用品,房屋地产,物业,计生用品",1,14,0,15
江苏省,南京市,秦淮区,夫子庙,学府瑞苑,瑞金路6-1号,,3,10.0,66661,151,2016,"低俗医疗,不孕不育,低俗,游戏,内衣内裤,女性生理期用品",1,20,0,21
江苏省,南京市,鼓楼区,,金陵新九村西院,燕江路60号,,14,61.0,38572,845,2002,,3,0,0,3
江苏省,南京市,鼓楼区,,邮政世纪花园,江东北路99号,,17,,80000,1296,2003,物业,3,139,0,142
江苏省,南京市,鼓楼区,,金陵新九村东院,燕江路56号,,9,40.0,37585,686,2001,,1,0,0,1
江苏省,南京市,秦淮区,夫子庙,瑞鑫兰庭,八宝东街3号,,7,26.0,52222,902,2005,"不孕不育,低俗,低俗医疗,内衣内裤,游戏,计生用品",4,27,0,31
江苏省,南京市,秦淮区,月牙湖商圈,长发公寓,卫岗西18号,,2,10.0,42315,220,1998,"不孕不育,低俗医疗,女性生理期用品,计生用品",2,0,0,2
江苏省,南京市,鼓楼区,,江东北路196号一幢,江东北路196号,,1,2.0,46000,28,2000,,1,4,0,5
江苏省,南京市,江宁区,麒麟街道,启迪城润园,江宁区智汇路186号,,6,6.0,23640,482,2015,"房屋地产,低俗医疗,物业,不孕不育,低俗,计生用品,女性生理期用品",3,12,0,15
江苏省,南京市,鼓楼区,,金陵御沁园,江东北路380号,,4,15.0,50000,314,2012,,2,30,0,32
江苏省,南京市,秦淮区,,来凤新村(亚太),菱角市66号,,6,24.0,30000,329,1998,,0,48,0,48
江苏省,南京市,鼓楼区,,开元新寓,模范马路132-148号,,1,9.0,42000,181,2000,,1,0,0,1
江苏省,南京市,鼓楼区,龙江商圈,金陵湾北区,南京市鼓楼区恒盛金陵湾-北区,,9,24.0,56000,3072,2016,,1,0,0,1
江苏省,南京市,建邺区,,万达华府,南京市建邺区万达华府,,20,47.0,62037,1024,2005,,8,186,0,194
江苏省,南京市,江宁区,金鹰,百家湖西花园,利源东路168号,,84,180.0,30000,3370,2006,"不孕不育,低俗,低俗医疗,女性生理期用品,物业,计生用品",6,305,0,311
江苏省,南京市,江宁区,,鸿意万嘉,"江宁秣陵街道开源路9号(开源路以东,恒安嘉园以北)",,3,0.0,28000,383,2012,,3,4,0,7
江苏省,南京市,江宁区,麒麟街道,启迪城泽园,江宁区智汇路188号,,3,3.0,26000,393,2013,"房屋地产,低俗医疗,物业,不孕不育,低俗,内衣内裤,女性生理期用品",2,6,0,8
江苏省,南京市,鼓楼区,,泰和园,和燕路52号,,14,56.0,32000,926,2011,"房屋地产,低俗医疗,物业,低俗,内衣内裤,计生用品,女性生理期用品",1,0,0,1
江苏省,南京市,江宁区,,竹山雅居,潭园西路141号,,8,0.0,27000,249,2003,,1,16,0,17
江苏省,南京市,六合区,六合万达,欢乐广场,六合区雄州街道朝天路206号,,10,30.0,16781,1347,2017,"低俗医疗,不孕不育,低俗,游戏,内衣内裤,计生用品",2,0,0,2
江苏省,南京市,鼓楼区,,凯鸿隽府,热河南路31号,,5,,58000,255,2011,"房屋地产,医疗保健,低俗医疗,物业,低俗,贷款,养老,内衣内裤,计生用品,招租,房屋租赁,女性生理期用品",2,0,0,2
江苏省,南京市,鼓楼区,下关,盐仓桥11号小区,盐仓桥11号,,6,22.0,36800,248,2000,"低俗医疗,物业,不孕不育,低俗,女性生理期用品",1,0,0,1
江苏省,南京市,六合区,葛塘,棠悦花园北园,六合区松杨路236号,,15,15.0,15000,2596,2021,,3,0,0,3
江苏省,南京市,栖霞区,,新城佳园,新尧路16号,,9,24.0,30000,276,2008,,1,0,0,1
江苏省,南京市,秦淮区,夫子庙商圈,佳日雅苑,龙蟠中路511号,,4,14.0,50000,450,2010,,2,50,0,52
江苏省,南京市,江宁区,,启迪城明园,江宁区智汇路198号,,4,4.0,23000,512,2015,"房屋地产,低俗医疗,物业,不孕不育,低俗,计生用品,女性生理期用品",3,8,0,11
江苏省,南京市,雨花台区,,金叶花园,龙飞路8号,,41,131.0,15328,1560,2010,,2,0,0,2
江苏省,南京市,浦口区,江北高新区,银城生活江北总部,兰新路和侨康路交叉东100米,,1,1.0,31088,100,2020,,0,2,0,2
江苏省,南京市,江宁区,,汇金九龙商业街小区,诚信大道699号,,1,0.0,23701,182,2008,"不孕不育,低俗医疗,计生用品",2,2,0,4
江苏省,南京市,鼓楼区,龙江商圈,龙凤花园,汉江路16号,,36,96.0,55000,1600,2000,,5,105,0,110
江苏省,南京市,江宁区,,21世纪国际公寓,江宁区双龙大道1539号,,10,0.0,31000,1500,2012,,1,28,0,29
江苏省,南京市,秦淮区,,金陵尚府,江苏省南京市秦淮区大光路118号,,9,0.0,53363,1071,2003,,0,35,0,35
江苏省,南京市,浦口区,浦口万汇城,雅居乐滨江国际二期,天浦路90号,,13,21.0,34125,1790,2016,,4,0,0,4
江苏省,南京市,江宁区,大学城,东方龙湖湾西湖苑,龙眠大道550号,,62,123.0,41582,62,2009,,3,0,0,3
江苏省,南京市,浦口区,浦口万汇城,雅居乐滨江国际三期,天浦路98号,,12,19.0,34521,1425,2016,,3,0,0,3
江苏省,南京市,江宁区,,启迪城智园,江宁区智汇路168号,,5,12.0,24000,552,2014,"房屋地产,低俗医疗,物业,不孕不育,低俗,计生用品,女性生理期用品",2,24,0,26
江苏省,南京市,玄武区,玄武湖商圈,承乐园,樱花西路8号,,9,26.0,30000,300,1999,,1,50,0,51
江苏省,南京市,江宁区,,百家湖东花园A组,利源中路99号,,9,0.0,27000,696,2006,"不孕不育,中介,低俗,低俗医疗,医美整形,女性生理期用品,房屋租赁,计生用品,金融理财",0,59,0,59
江苏省,南京市,玄武区,玄武大道,华侨新村,南京市玄武区华侨新村,,12,19.0,36000,679,2005,"低俗医疗,不孕不育,低俗,计生用品,女性生理期用品",1,38,0,39
江苏省,南京市,秦淮区,,达来花苑,来凤街9号,,8,,39900,175,2003,,0,42,0,42
江苏省,南京市,鼓楼区,挹江门商圈,卢龙山庄,建宁路178号,,8,17.0,38000,1630,2007,,2,0,0,2
江苏省,南京市,江宁区,麒麟街道,启迪城慧园,江宁区智汇路169号,,5,6.0,23000,564,2015,"房屋地产,低俗医疗,物业,不孕不育,低俗,计生用品,女性生理期用品",3,21,0,24
江苏省,南京市,江宁区,,启迪城朗园,江宁区智汇路199号,,5,0.0,24000,586,2014,"房屋地产,低俗医疗,物业,不孕不育,低俗,计生用品,女性生理期用品",2,10,0,12
江苏省,南京市,鼓楼区,江东,辰龙绿苑东区,清凉门大街291号,,4,16.0,76500,593,2007,"不孕不育,低俗,低俗医疗,女性生理期用品,物业,计生用品",4,21,0,25
江苏省,南京市,江宁区,麒麟商圈,麒麟山庄,麒东路588号,,29,62.0,20000,1803,2017,"不孕不育,低俗,低俗医疗,房屋地产,物业,计生用品",2,52,0,54
江苏省,南京市,鼓楼区,,金湾花园,鼓楼区中保街132-14临附近,,8,22.0,53000,358,2004,"物业,不孕不育,低俗",1,44,0,45
江苏省,南京市,秦淮区,夫子庙商圈,怡馨花园,秦虹路与大明路交叉口,,11,25.0,50000,820,2001,,5,50,0,55
江苏省,南京市,秦淮区,月牙湖,大邦花园,苜蓿园大街59号,,11,21.0,44173,100,2000,,3,0,0,3
江苏省,南京市,江宁区,百家湖商圈,明月新寓二期,天印大道1088号,,31,112.0,20000,1344,2002,,2,0,0,2
江苏省,南京市,建邺区,莫愁湖,仁园,南京市建邺区仁园小区,,17,41.0,35000,1087,1997,,1,0,0,1
江苏省,南京市,浦口区,,榴美颂花园,南京市浦口区榴美颂花园,,29,115.0,22728,1928,2010,,0,221,0,221
江苏省,南京市,鼓楼区,,芳草园小区,龙江芳草园2号,,18,,71234,202,1997,,1,0,0,1
江苏省,南京市,鼓楼区,五塘广场,金域中央二期北园,幕府西路33号,,6,12.0,35000,388,2008,,2,23,0,25
江苏省,南京市,鼓楼区,五塘广场,金域中央二期南园,幕府西路33号,,6,13.0,35000,368,2008,,1,26,0,27
江苏省,南京市,鼓楼区,龙江商圈,晶元雅居,龙园西路59号,,3,7.0,50000,120,2000,,1,14,0,15
江苏省,南京市,六合区,,香地美舍,六合区程桥街道荷青路9号,,8,6.0,9000,341,2018,,2,11,0,13
江苏省,南京市,六合区,金牛湖商圈,金牛华府,南京市六合区金牛华府,,6,19.0,11000,340,2017,,1,38,0,39
江苏省,南京市,六合区,龙池商圈,科海龙湖御景,南京市六合区科海龙湖御景,,4,5.0,18965,454,2015,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,物业,贷款",3,10,0,13
江苏省,南京市,江宁区,大学城,东方龙湖湾东湖苑,南京市江宁区东方龙湖湾-东湖苑,,16,29.0,26000,2040,2008,"低俗医疗,物业,不孕不育,低俗,计生用品",0,58,0,58
江苏省,南京市,江宁区,江宁大学城,商苑小区,宋墅路1号,,50,50.0,20000,500,2003,,2,0,0,2
江苏省,南京市,栖霞区,万达茂商圈,万达茂御湖仕家,南京市栖霞区南京万达茂御湖仕家,,15,30.0,35000,2000,2019,,1,65,0,66
江苏省,南京市,栖霞区,迈皋桥,93208部队家属院,江苏省南京市栖霞区迈皋桥街268号,,2,6.0,25000,100,2009,"低俗医疗,物业,不孕不育,低俗,女性生理期用品",1,0,0,1
江苏省,南京市,六合区,龙池,上棠颐和府,龙池街道茉湖东路,,27,77.0,13212,1559,2021,,6,0,0,6
江苏省,南京市,江宁区,,怡湖华庭澜郡,天元西路16号,,1,0.0,32000,290,2013,,4,8,0,12
江苏省,南京市,鼓楼区,五塘广场,白云雅居,幕府东路15号,,22,64.0,31799,2769,2016,,2,0,0,2
江苏省,南京市,秦淮区,朝天宫,虎踞南路98号小区,虎踞南路98号,,3,6.0,35000,47,1998,,3,12,0,15
江苏省,南京市,玄武区,太平门,金陵御花园东区,南京市玄武区金陵御花园,,2,4.0,60000,100,2000,"低俗医疗,物业,不孕不育,低俗,计生用品,女性生理期用品",0,8,0,8
江苏省,南京市,浦口区,浦口万汇城,雅居乐滨江国际一期,浦口区天浦路98号,,10,12.0,34217,648,2016,,3,0,0,3
江苏省,南京市,建邺区,,腾达雅苑,怡康路29号,,18,63.0,35000,772,2003,"低俗医疗,中介,APP扫码推广,不孕不育,内衣内裤",2,122,0,124
江苏省,南京市,江宁区,南站,南方花园,双龙大道833号,,125,310.0,26800,6035,2005,,2,136,0,138
江苏省,南京市,浦口区,,天润城1-4街区,南京市浦口区百润路2号,,85,314.0,17213,5390,2009,,0,149,0,149
江苏省,南京市,建邺区,河西金鹰,积善新寓,江东中路128-1号,,31,100.0,38860,1101,2003,,5,188,0,193
江苏省,南京市,鼓楼区,龙江,苏城南苑,湛江路88号,,7,15.0,62080,434,2007,,1,32,0,33
江苏省,南京市,浦口区,江北高新区,盘龙山庄,南京市浦口区盘龙山庄,,60,210.0,14978,2746,2005,,1,0,0,1
江苏省,南京市,雨花台区,南京南站,翠屏清华园,南京市江宁区翠屏清华园,,69,147.0,30000,1800,2003,,0,285,0,285
江苏省,南京市,浦口区,,侨谊东苑,高新路43号,,8,9.0,22860,1072,2019,,2,0,0,2
江苏省,南京市,玄武区,,紫金墨香苑,南京市玄武区紫金墨香苑,,18,29.0,26000,3100,2011,"低俗,低俗医疗,内衣内裤,医疗保健,女性生理期用品,计生用品,贷款",3,0,0,3
江苏省,南京市,江宁区,,南方花园瑞阳居,双龙大道833号,,4,0.0,26739,1200,2005,,1,12,0,13
江苏省,南京市,秦淮区,夫子庙,木匠营小区,马道街119号,,12,46.0,38961,584,1996,,1,0,0,1
江苏省,南京市,栖霞区,,金陵家天下,仙隐北路6号,,62,0.0,56000,130,2006,,1,16,0,17
江苏省,南京市,玄武区,徐庄软件园,阳光聚宝山庄-百合,南京市玄武区阳光聚宝山庄,,46,120.0,30000,3000,2007,,0,35,0,35
江苏省,南京市,江宁区,南站,南方花园枫彩园,双龙大道833号,,23,79.0,28965,948,2005,,2,117,0,119
江苏省,南京市,江宁区,南站,南方花园B组团,双龙大道945号,,18,50.0,28952,600,2005,,2,99,0,101
江苏省,南京市,江宁区,,金王府,上元大街88号,,56,0.0,34000,0,2010,,6,0,0,6
江苏省,南京市,江宁区,南站,南方花园C组团,双龙大道833号,,39,88.0,28654,1056,2005,,1,171,0,172
江苏省,南京市,秦淮区,夫子庙,武定新村二村,秦虹路98号,,48,193.0,31760,2401,1989,,0,70,0,70
江苏省,南京市,秦淮区,夫子庙,武定新村三村,秦虹路98号,,48,193.0,31760,2401,1989,,0,50,0,50
江苏省,南京市,秦淮区,夫子庙,武定新村四村,秦虹路98号,,48,193.0,31760,2401,1989,,0,51,0,51
江苏省,南京市,秦淮区,夫子庙,武定新村五村,秦虹路98号,,48,193.0,31760,2401,1989,,0,66,0,66
江苏省,南京市,江宁区,江宁麒麟镇,东郊小镇第三街B区,江宁区麒麟街道麒东路777号,,34,116.0,22568,1359,2012,,0,37,0,37
江苏省,南京市,江宁区,江宁麒麟镇,东郊小镇第三街C区,江宁区麒麟街道麒东路777号,,34,116.0,22568,1359,2012,,0,26,0,26
江苏省,南京市,江宁区,江宁麒麟镇,东郊小镇第三街D区,江宁区麒麟街道麒东路777号,,34,116.0,22568,1359,2012,,0,104,0,104
江苏省,南京市,江宁区,江宁大学城,方山熙园南区,江宁区至善路1号,,52,108.0,32000,1300,2009,,0,40,0,40
江苏省,南京市,江宁区,江宁大学城,方山熙园西区,江宁区至善路1号,,52,108.0,32000,1300,2009,,0,47,0,47
江苏省,南京市,江宁区,江宁大学城,方山熙园北区,江宁区至善路1号,,52,108.0,32000,1300,2009,,0,69,0,69
江苏省,南京市,浦口区,浦口,桂美颂二期,浦口区浦珠北路59号,,30,127.0,21860,1989,2006,,0,48,0,48
江苏省,南京市,浦口区,浦口,桂美颂三期,浦口区浦珠北路59号,,30,127.0,21860,1989,2006,,0,57,0,57
江苏省,南京市,浦口区,浦口,桂美颂四期,浦口区浦珠北路59号,,30,127.0,21860,1989,2006,,0,64,0,64
江苏省,南京市,雨花台区,,郁金香花苑二期,宁南路3号,,25,99.0,43000,1300,2000,,0,49,0,49
江苏省,南京市,雨花台区,,郁金香花苑三期,宁南路3号,,25,99.0,43000,1300,2000,,0,49,0,49
江苏省,南京市,雨花台区,,郁金香花苑四期,宁南路3号,,25,99.0,43000,1300,2000,,0,51,0,51
江苏省,南京市,秦淮区,夫子庙,旭光里小区2,旭光西路2号,,49,108.0,34183,1413,1990,,0,26,0,26
江苏省,南京市,秦淮区,夫子庙,旭光里小区3,旭光西路2号,,49,108.0,34183,1413,1990,,0,37,0,37
江苏省,南京市,秦淮区,夫子庙,旭光里小区4,旭光西路2号,,49,108.0,34183,1413,1990,,0,86,0,86
江苏省,南京市,江宁区,,百家湖东花园B组,利源中路99号,,9,0.0,27000,696,2006,,0,35,0,35
江苏省,南京市,江宁区,,百家湖东花园南苑二区,利源中路99号,,9,0.0,27000,696,2006,,0,38,0,38
江苏省,南京市,江宁区,,百家湖东花园南苑一区,利源中路99号,,9,0.0,27000,696,2006,,0,47,0,47
江苏省,南京市,鼓楼区,龙江,清江花苑明月园,鼓楼区定淮门大街2号,社区,41,136.0,66419,2434,2002,,0,84,0,84
江苏省,南京市,鼓楼区,龙江,清江花苑清风园,鼓楼区定淮门大街2号,社区,41,136.0,66419,2434,2002,,0,72,0,72
江苏省,南京市,秦淮区,,天一居,秦淮区丁家巷8号,,2,2.0,35000,124,2001,,1,0,0,1
江苏省,南京市,江宁区,,紫薇花园5栋,江宁区金盛路与中水路交叉口西南40米,,1,0.0,23000,36,2006,,2,0,0,2
江苏省,南京市,江宁区,九龙湖,翠屏诚园南区,秣周东路22号,,36,36.0,36888,36,2019,,2,0,0,2
江苏省,南京市,栖霞区,,通宇林景御园,栖霞区万兴路39号,,3,9.0,35000,407,2015,"不孕不育,低俗,低俗医疗,内衣内裤,女性生理期用品,沐足SPA,物业,计生用品,贷款",2,0,0,2
江苏省,南京市,栖霞区,,招商紫金尚园,栖霞区中山门大街699号,,8,0.0,38567,353,2013,,0,37,0,37
江苏省,南京市,浦口区,澳林广场,地和苑,南京市浦口区万江共和新城-地和苑,,31,77.0,19070,2086,2007,,0,5,0,5
江苏省,南京市,六合区,龙池,雨荷苑,南京市六合区观龙路10号,,37,86.0,12460,3287,2004,,2,0,0,2
江苏省,南京市,雨花台区,,时光澔韵,小行路18号,,25,,34000,2300,2010,,4,0,0,4
江苏省,南京市,玄武区,钟山风景区,钟山花园城博雅居,后标营东路,,14,32.0,48000,830,2003,,4,7,0,11
江苏省,南京市,江宁区,,康桥公寓,天印大道1299号,,6,,22000,295,2007,,1,17,0,18
江苏省,南京市,鼓楼区,,海欣商务中心,南京市鼓楼区二板桥与梅家塘路交叉路口往南约60米367号,,2,4.0,23000,831,2019,,2,0,0,2
江苏省,南京市,建邺区,建邺万达,银河湾福苑,云锦路88号,,6,14.0,48000,500,2009,,2,0,0,2
江苏省,南京市,鼓楼区,凤凰街,龙凤玫瑰园,凤凰西街163号,,6,13.0,60000,702,2015,"不孕不育,低俗,低俗医疗,物业,计生用品",1,55,0,56
江苏省,南京市,秦淮区,,五星年华大厦,汉中路139号,,2,2.0,45000,380,2005,"不孕不育,低俗,低俗医疗,女性生理期用品,物业,计生用品",0,10,0,10
江苏省,南京市,江宁区,麒麟街道,启迪科技城华清园,江宁区天骄路100号,,8,8.0,50000,500,2016,"不孕不育,低俗,低俗医疗,计生用品",0,6,0,6
江苏省,南京市,雨花台区,龙湖河西天街,康润园,小行路30号,,16,67.0,32129,739,2003,,1,0,0,1
江苏省,南京市,江宁区,,金盛南苑,金盛路252号,,6,0.0,25000,136,2002,,1,0,0,1
江苏省,南京市,江宁区,麒麟街道,启迪科技城立业园,江宁区天骄路100号,,11,11.0,40000,500,2016,"不孕不育,低俗,低俗医疗,计生用品",0,9,0,9
江苏省,南京市,建邺区,南苑,苏建艳阳居,南京市建邺区苏建艳阳居,,8,28.0,45000,694,2009,,3,56,0,59
江苏省,南京市,浦口区,,北外滩水城第十一街区,柳州东路211号,,9,,17863,1646,2014,,6,0,0,6
江苏省,南京市,浦口区,柳州东路,北外滩水城第十四街区,天华东路101号,,28,83.0,21539,1876,2015,,5,0,0,5
江苏省,南京市,鼓楼区,江东路,乾和福邸公寓,汉中门大街388号,,5,13.0,74000,301,2000,,1,25,0,26
江苏省,南京市,鼓楼区,龙江商圈,政院新寓,鼓楼区锦江路3号,,4,12.0,52000,300,2003,,2,4,0,6
江苏省,南京市,鼓楼区,新街口,金鹏大厦,汉中路218号,,1,4.0,81482,480,1998,,3,0,0,3
江苏省,南京市,浦口区,,北外滩水城第十三街区,南京市浦口区北外滩水城-第十三街区,,12,24.0,18000,1344,2005,,3,0,0,3
江苏省,南京市,浦口区,柳洲东路,北外滩水城第十五街区,天华东路103号,,32,97.0,16888,2051,2016,,9,0,0,9
江苏省,南京市,浦口区,柳州东路,北外滩水城第十街区,天华东路102号,,44,127.0,17666,1631,2016,,4,0,0,4
江苏省,南京市,浦口区,柳洲东路,北外滩水城第九街区,柳州东路205号,,11,30.0,17666,715,2016,,2,0,0,2
江苏省,南京市,雨花台区,,南河东寓,小行路69号,,2,0.0,34000,539,2019,,1,10,0,11
江苏省,南京市,栖霞区,,鸿运嘉园,南京市栖霞区学海路28号,,22,,38000,1286,2015,,4,152,0,156
江苏省,南京市,江宁区,,合家春天,诚信大道899号,,0,,30000,2572,2012,"不孕不育,低俗,低俗医疗,女性生理期用品,物业,计生用品",2,173,1,176
江苏省,南京市,秦淮区,,达来佳园,皇册路胭脂巷14号,,3,12.0,35000,128,2000,,0,24,0,24
江苏省,南京市,秦淮区,夫子庙,中山东路520-1小区,中山东路520-1号,,2,5.0,40000,81,2004,,1,10,0,11
江苏省,南京市,秦淮区,,龙蟠和园,象房村50号,,2,,52000,275,2014,,0,4,0,4
江苏省,南京市,江宁区,禄口,天著尚居,云熙路99号,,15,32.0,15800,960,2021,,2,0,0,2
江苏省,南京市,浦口区,,北外滩水城四五街区,南京市浦口区北外滩水城-四街区,,17,45.0,20166,897,2016,,6,182,0,188
江苏省,南京市,雨花台区,,枫情国度尚园,雨花南路56号,,6,23.0,30000,600,2004,,3,32,0,35
江苏省,南京市,江宁区,,雍景园,竹山南路618号,,18,0.0,33000,500,2010,,2,85,0,87
江苏省,南京市,秦淮区,夫子庙商圈,香格里拉东苑,大光路55号,,12,33.0,50000,508,2015,,4,60,0,64
江苏省,南京市,江宁区,,太平商住楼,胜太西路59-6,,2,14.0,25000,150,2006,,1,0,0,1
江苏省,南京市,江宁区,,万裕龙庭水岸家园,龙眠大道668号,,118,30.0,25000,4070,2016,"不孕不育,低俗,低俗医疗,女性生理期用品,房屋地产,物业,计生用品",0,81,0,81
江苏省,南京市,江宁区,百家湖,艺术家园,池田路9号,,20,40.0,32000,715,2015,,0,80,0,80
江苏省,南京市,鼓楼区,,银城街50号,银城街50号,,10,10.0,56000,440,1999,"不孕不育,低俗,低俗医疗,女性生理期用品,物业",1,0,0,1
江苏省,南京市,秦淮区,,一品丽庭,集庆门98号,,4,4.0,40000,98,2002,,1,8,0,9
江苏省,南京市,鼓楼区,,盛世新寓,幕府东路99号,,7,21.0,30000,210,2004,,3,42,0,45
江苏省,南京市,江宁区,,揽翠苑,江宁区韩府路19号(近正德职业技术学院),,51,51.0,25469,1276,2005,,0,102,0,102
江苏省,南京市,雨花台区,,菊花小区,雨花台区小行里(小行地铁站3号口步行90米),,15,80.0,30000,800,1998,,3,0,0,3
江苏省,南京市,浦口区,,北外滩水城第一二街区,浦口区沿江街道柳州东路198号,,10,,17326,772,2005,"医美整形,口腔,房屋地产",6,160,0,166
江苏省,南京市,建邺区,奥体,莱蒙水榭春天,月安街36号,,9,13.0,58840,1284,2013,,4,0,0,4
江苏省,南京市,秦淮区,夫子庙商圈,丽景华庭,永乐路11号,,15,33.0,50000,800,2006,,2,66,0,68
江苏省,南京市,六合区,葛塘,景河苑,和旭路290号,,21,41.0,13043,2888,2020,,3,0,0,3
江苏省,南京市,鼓楼区,下关,晶典国际大厦,大桥南路1号,,1,1.0,30000,324,2011,"不孕不育,低俗,低俗医疗,物业,计生用品",1,4,0,5
江苏省,南京市,建邺区,河西奥体,舒心苑小区,南京市建邺区燕山路128号,,6,14.0,41380,248,2003,,1,28,0,29
江苏省,南京市,浦口区,,语山棠花园,浦云路226号,,23,47.0,26000,1918,2021,,4,0,0,4
江苏省,南京市,栖霞区,丁家庄商圈,燕舞园南区,燕新路与福寿街交叉口东北100米,,9,11.0,20000,1798,2016,,1,0,0,1
江苏省,南京市,鼓楼区,下关,盐仓桥片区,盐仓桥片区,,30,60.0,60000,2000,1999,"不孕不育,低俗,低俗医疗,女性生理期用品,计生用品",2,0,0,2
江苏省,南京市,鼓楼区,下关,下关城管中队,下关城管中队,,1,1.0,60000,99,2017,"不孕不育,低俗,低俗医疗,女性生理期用品,计生用品",1,0,0,1
江苏省,南京市,秦淮区,夫子庙商圈,城南枫景,大明路238号,,3,7.0,42000,200,2005,,2,14,0,16
江苏省,南京市,秦淮区,,京门府,龙蟠中路388号,,3,,55000,260,2014,,0,4,0,4
江苏省,南京市,江宁区,,金盛公寓,金盛路,,0,,26000,672,2005,,1,0,0,1
江苏省,南京市,秦淮区,夫子庙商圈,省政协宿舍,石坝街27号,,11,24.0,40000,200,1999,,0,51,0,51
江苏省,南京市,江宁区,竹山路,尚景公寓,竹山南路499号,,1,2.0,26250,383,2007,,2,0,0,2
江苏省,南京市,栖霞区,仙林中心,汇杰文庭,仙林大道128号,,86,160.0,42000,1200,2009,,3,0,0,3
江苏省,南京市,秦淮区,瑞金,清华公寓,瑞金北村79号,,5,20.0,65000,145,2002,"不孕不育,低俗,低俗医疗,女性生理期用品,计生用品",1,0,0,1
江苏省,南京市,栖霞区,丁家庄商圈,燕舞园中园北园,瑞平北街,,12,20.0,20000,4000,2016,,4,0,0,4
江苏省,南京市,栖霞区,丁家庄商圈,燕歌园,华银路19号,,11,18.0,20000,4700,2016,,1,0,0,1
江苏省,南京市,鼓楼区,三牌楼,天福园A区,平安里78号,,20,60.0,40000,799,2003,,0,94,0,94
江苏省,南京市,秦淮区,月牙湖商圈,雅舍园,苜蓿园街西12号,,7,13.0,30000,400,2002,,0,26,0,26
江苏省,南京市,玄武区,,雯景雅苑,营苑南路1号,,6,0.0,30000,567,2005,,0,22,0,22
江苏省,南京市,秦淮区,瑞金路商圈,银通公寓,解放路12号,,6,30.0,44132,406,1997,"不孕不育,低俗,低俗医疗,女性生理期用品,物业,计生用品",1,24,0,25
江苏省,南京市,鼓楼区,,北东瓜市小区,北东瓜市13号,,6,,50000,150,2001,,1,0,0,1
江苏省,南京市,玄武区,,估衣廊2号,南京市玄武区估依廊-2号,,1,4.0,50000,176,2005,,1,2,0,3
江苏省,南京市,玄武区,徐庄软件园,阳光聚宝山庄-红豆,南京市玄武区阳光聚宝山庄,,46,120.0,30000,3000,2007,,0,44,0,44
江苏省,南京市,玄武区,徐庄软件园,阳光聚宝山庄-海棠,南京市玄武区阳光聚宝山庄,,46,120.0,30000,3000,2007,,0,44,0,44
江苏省,南京市,玄武区,徐庄软件园,阳光聚宝山庄-杜英,南京市玄武区阳光聚宝山庄,,46,120.0,30000,3000,2007,,0,50,0,50
江苏省,南京市,江宁区,百家湖,同曦新贵之都,双龙大道1355号,,2,3.0,30000,840,2012,,0,4,0,4
江苏省,南京市,浦口区,弘阳广场,幸福美地花园,南京市浦口区幸福美地花园,,24,60.0,20000,1250,2010,,3,0,0,3
