序号,行政区域,商圈,社区名称,楼盘性质,社区地址,媒体数量,媒体位置,道闸画面尺寸,灯箱显示画面尺寸,楼盘均价,交房时间,楼盘户数,楼盘居住总人数,日人流量,车位数,日车流量,禁忌行业
511,黄埔区,萝岗商圈,实地常春藤·锦藤花园,高档住宅,黄埔区禾丰路与永和大道交叉口西北侧,1,进口,750*2800,440*920,30000.0,2022,1061,4244,6366,1600,8000,限制地产
512,黄埔区,萝岗商圈,实地常春藤·锦藤花园,高档住宅,黄埔区禾丰路与永和大道交叉口西北侧,1,出口,750*2800,440*920,30000.0,2022,1061,4244,6366,1600,8000,限制地产
513,黄埔区,萝岗商圈,实地常春藤·蓝藤花园,高档住宅,黄埔区禾丰路6号,1,进口(学校对面）,750*2800,440*920,30000.0,2022,1000,4000,6000,1500,7500,限制地产
514,黄埔区,萝岗商圈,实地常春藤·蓝藤花园,高档住宅,黄埔区禾丰路6号,1,出口(学校对面）,750*2800,440*920,30000.0,2022,1000,4000,6000,1500,7500,限制地产
515,黄埔区,萝岗商圈,实地常春藤·蓝藤花园,高档住宅,黄埔区禾丰路6号,1,进口,750*2800,440*920,30000.0,2022,1000,4000,6000,1500,7500,限制地产
516,黄埔区,萝岗商圈,实地常春藤·蓝藤花园,高档住宅,黄埔区禾丰路6号,1,出口,750*2800,440*920,30000.0,2022,1000,4000,6000,1500,7500,限制地产
517,黄埔区,萝岗商圈,实地常春藤·绿藤花园,高档住宅,黄埔区华峰路与永安大道交叉口西150米,1,出口（外围）,750*2800,440*920,30000.0,2022,1525,6100,9150,2300,9200,限制地产
518,黄埔区,萝岗商圈,实地常春藤·绿藤花园,高档住宅,黄埔区华峰路与永安大道交叉口西150米,1,进口（外围）,750*2800,440*920,30000.0,2022,1525,6100,9150,2300,9200,限制地产
519,黄埔区,萝岗商圈,实地常春藤·绿藤花园,高档住宅,黄埔区华峰路与永安大道交叉口西150米,1,车库进口,750*2800,440*920,30000.0,2022,1525,6100,9150,2300,9200,限制地产
520,黄埔区,萝岗商圈,实地常春藤·绿藤花园,高档住宅,黄埔区华峰路与永安大道交叉口西150米,1,车库出口,750*2800,440*920,30000.0,2022,1525,6100,9150,2300,9200,限制地产
521,黄埔区,萝岗商圈,实地常春藤·尚藤花园,高档住宅,黄埔区华峰路与永华路交叉口西南200米,1,进口,750*2800,440*920,30000.0,2022,1860,7440,11160,2800,12000,限制地产
522,黄埔区,萝岗商圈,实地常春藤·尚藤花园,高档住宅,黄埔区华峰路与永华路交叉口西南200米,1,出口,750*2800,440*920,30000.0,2022,1860,7440,11160,2800,12000,限制地产
523,黄埔区,萝岗商圈,实地常春藤·尚藤花园,高档住宅,黄埔区华峰路与永华路交叉口西南200米,1,进口,750*2400,440*920,30000.0,2022,1860,7440,11160,2800,12000,限制地产
524,黄埔区,萝岗商圈,实地常春藤·尚藤花园,高档住宅,黄埔区华峰路与永华路交叉口西南200米,1,出口,750*2400,440*920,30000.0,2022,1860,7440,11160,2800,12000,限制地产
525,黄埔区,萝岗商圈,益科智能创新园,创意园,广州市黄埔区科珠路232号,1,进口,750*2800,440*920,,/,1800,7200,9000,1000,5500,没有限制
526,黄埔区,萝岗商圈,益科智能创新园,创意园,广州市黄埔区科珠路232号,1,出口,750*2800,440*920,,/,1800,7200,9000,1000,5500,没有限制
527,黄埔区,萝岗商圈,益科智能创新园,创意园,广州市黄埔区科珠路232号,1,进口,750*2800,440*920,,/,1800,7200,9000,1000,5500,没有限制
528,黄埔区,萝岗商圈,益科智能创新园,创意园,广州市黄埔区科珠路232号,1,出口,750*2800,440*920,,/,1800,7200,9000,1000,5500,没有限制
529,黄埔区,萝岗商圈,越秀·岭南山畔,高档住宅,黄埔区科翔路100号(开创大道与科翔路交界处南侧),1,西门进口1,830*3126,440*920,55000.0,2015,1500,6000,8000,1200,7200,限制地产
530,黄埔区,萝岗商圈,越秀·岭南山畔,高档住宅,黄埔区科翔路101号(开创大道与科翔路交界处南侧),1,西门进口2,750*3000,443*1003,55000.0,2015,1500,6000,8000,1200,7200,限制地产
531,黄埔区,萝岗商圈,越秀·岭南山畔,高档住宅,黄埔区科翔路100号(开创大道与科翔路交界处南侧),1,西门出口1,830*2716,440*920,55000.0,2015,1500,6000,8000,1200,7200,限制地产
532,黄埔区,萝岗商圈,越秀·岭南山畔,高档住宅,黄埔区科翔路100号(开创大道与科翔路交界处南侧),1,西门出口2,830*2716,440*920,55000.0,2015,1500,6000,8000,1200,7200,限制地产
533,黄埔区,萝岗商圈,合生·中央城（兰翠花园）,高档住宅,黄埔区开源大道岗荔街186号,1,进口（临街）,750*2400,443*1003,35000.0,2023,8000,32000,48000,9000,63000,限制地产
534,黄埔区,萝岗商圈,合生·中央城（兰翠花园）,高档住宅,黄埔区开源大道岗荔街186号,1,出口（临街）,750*2400,443*1003,35000.0,2023,8000,32000,48000,9000,63000,限制地产
535,黄埔区,萝岗商圈,合生·中央城（兰翠花园）,高档住宅,黄埔区开源大道岗荔街186号,1,进口（大门旁）,750*2400,443*1003,35000.0,2023,8000,32000,48000,9000,63000,限制地产
536,黄埔区,萝岗商圈,合生·中央城（兰翠花园）,高档住宅,黄埔区开源大道岗荔街186号,1,出口（大门旁）,750*2400,443*1003,35000.0,2023,8000,32000,48000,9000,63000,限制地产
537,黄埔区,萝岗商圈,合生·中央城（瑞景花园）,高档住宅,黄埔区开源大道22号,1,进口,750*2800,443*1003,35000.0,2023,1850,7500,12000,2000,12000,限制地产
538,黄埔区,萝岗商圈,合生·中央城（瑞景花园）,高档住宅,黄埔区开源大道22号,1,出口,750*2800,443*1003,35000.0,2023,1850,7500,12000,2000,12000,限制地产
539,黄埔区,萝岗商圈,合生·中央城（火村宏祥花园）回迁房,高档住宅,黄埔区开源大道32号,1,对开进口,750*2400,443*1003,33000.0,2023,3000,12000,18000,3200,20000,限制地产
540,黄埔区,萝岗商圈,合生·中央城（火村宏祥花园）回迁房,高档住宅,黄埔区开源大道32号,1,对开出口,750*2400,443*1003,33000.0,2023,3000,12000,18000,3200,20000,限制地产
541,黄埔区,萝岗商圈,合生·中央城（火村宏祥花园）回迁房,高档住宅,黄埔区开源大道32号,1,出口,750*3000,443*1003,33000.0,2023,3000,12000,18000,3200,20000,限制地产
542,黄埔区,小洲岛,金洲新村,住宅,黄埔区小洲岛,1,混进混出,830*3636,480*845,28000.0,1998,600,2400,3600,300,1500,没有限制
543,黄埔区,知识城商圈,龙湖·双珑原著（别墅区）1,高档住宅,黄埔区中新知识城九龙大道,1,进口,830*3208,480*845,45000.0,2015,200,400,600,400,2000,限制地产
544,黄埔区,知识城商圈,龙湖·双珑原著（别墅区）2,高档住宅,黄埔区中新知识城九龙大道,1,出口,830*3208,480*845,45000.0,2015,200,400,600,400,2000,限制地产
545,黄埔区,知识城商圈,龙湖·双珑原著（东门）商业区3,商业综合体,黄埔区中新知识城九龙大道,1,14栋附近出口,830*3372,480*845,25000.0,2018,2800,11200,16800,2800,14000,限制地产
546,黄埔区,知识城商圈,龙湖·双珑原著（洋房区）1,高档住宅,黄埔区中新知识城九龙大道,1,东门车库进口1,830*3290,440*920,25000.0,2018,2800,11200,16800,2800,14000,限制地产
547,黄埔区,知识城商圈,龙湖·双珑原著（洋房区）2,高档住宅,黄埔区中新知识城九龙大道,1,东门车库进口2,830*3536,440*920,25000.0,2018,2800,11200,16800,2800,14000,限制地产
548,荔湾区,芳村大道商圈,华发·荔湾荟（东区）,高档住宅,荔湾区芳村大道西兴东路,1,进口,830*3116,440*920,45000.0,2016,1500,6000,9000,1500,7500,限制地产
549,荔湾区,芳村大道商圈,华发·荔湾荟（东区）,高档住宅,荔湾区芳村大道西兴东路,1,出口,830*3700,440*920,45000.0,2016,1500,6000,9000,1500,7500,限制地产
550,荔湾区,芳村大道商圈,华发·荔湾荟（西区）,高档住宅,荔湾区芳村大道西兴东路,1,进口,830*3700,440*920,45000.0,2016,1500,6000,9000,1500,7500,限制地产
551,荔湾区,芳村大道商圈,华发·荔湾荟（西区）,高档住宅,荔湾区芳村大道西兴东路,1,出口,830*3290,440*920,45000.0,2016,1500,6000,9000,1500,7500,限制地产
552,荔湾区,芳村大道商圈,嘉茗华庭,高档楼盘,荔湾区芳村大道中435号,1,混进混出,830*3209,480*845,40000.0,2002,650,2600,3900,400,2000,限制增城地产
553,荔湾区,芳村大道商圈,桥东大厦,住宅,广州市荔湾区芳村大道西277号 1个,1,混进混出,745*3700,440*920,28000.0,1997,400,2000,2400,300,1600,限制地产
554,荔湾区,芳村大道商圈,万和苑,住宅,荔湾区兴东路23号,1,混进混出,830*3700,440*920,25000.0,1999,800,3200,4000,500,2500,没有限制
555,荔湾区,广钢新城商圈,保利·东郡pro,高档住宅,荔湾区广钢新城,1,出口,830*3700,440*920,68000.0,2022,1680,6000,9000,1600,9600,限制地产
556,荔湾区,广钢新城商圈,保利·东郡pro,高档住宅,荔湾区广钢新城,1,进口,830*3044,440*920,68000.0,2022,1680,6000,9000,1600,9600,限制地产
557,荔湾区,广钢新城商圈,保利·东郡pro,高档住宅,荔湾区广钢新城,1,出口,830*3044,440*920,68000.0,2022,1680,6000,9000,1600,9600,限制地产
558,荔湾区,广钢新城商圈,保利·葛洲坝海德公馆,高档住宅,荔湾区广钢新城,1,出口,830*3044,480*845,60000.0,2014,1500,6000,8000,1300,6500,限制地产
559,荔湾区,广钢新城商圈,保利·葛洲坝海德公馆,高档住宅,荔湾区广钢新城,1,进口,830*3044,480*845,60000.0,2014,1500,6000,8000,1300,6500,限制地产
560,荔湾区,广钢新城商圈,保利·海郡花园（北门）,高档住宅,荔湾区广钢新城开拓路与钢铁大道交界处,1,出口,830*2798,440*920,60000.0,2021,2200,8800,11000,2200,11000,限制地产
561,荔湾区,广钢新城商圈,保利·海郡花园（北门）,高档住宅,荔湾区广钢新城开拓路与钢铁大道交界处,1,出口,830*2798,440*920,60000.0,2021,2200,8800,11000,2200,11000,限制地产
562,荔湾区,广钢新城商圈,保利·海郡花园（西门）,高档住宅,荔湾区广钢新城开拓路与钢铁大道交界处,1,进口,830*3126,440*920,60000.0,2021,2200,8800,11000,2200,11000,限制地产
563,荔湾区,广钢新城商圈,保利·海郡花园（西门）,高档住宅,荔湾区广钢新城开拓路与钢铁大道交界处,1,进口,830*3044,440*920,60000.0,2021,2200,8800,11000,2200,11000,限制地产
564,荔湾区,广钢新城商圈,保利·海荣花园,高档住宅,荔湾区广钢新城,1,进口,830*2880,480*845,60000.0,2014,1500,6000,8000,1300,6500,限制地产
565,荔湾区,广钢新城商圈,保利·海荣花园,高档住宅,荔湾区广钢新城,1,出口,830*2790,480*845,60000.0,2014,1500,6000,8000,1300,6500,限制地产
566,荔湾区,广钢新城商圈,保利·和光晨樾（二期）,高档住宅,荔湾区银沙路与钢铁大道交汇处,1,出口1,750*2800,440*920,68000.0,2019,1850,7400,11100,1800,9000,限制地产
567,荔湾区,广钢新城商圈,保利·和光晨樾（二期）,高档住宅,荔湾区银沙路与钢铁大道交汇处,1,进口,750*2800,440*920,68000.0,2019,1850,7400,11100,1800,9000,限制地产
568,荔湾区,广钢新城商圈,保利·和光晨樾（二期）,高档住宅,荔湾区银沙路与钢铁大道交汇处,1,出口2,750*2800,440*920,68000.0,2019,1850,7400,11100,1800,9000,限制地产
569,荔湾区,广钢新城商圈,保利·和光晨樾（二期）,高档住宅,荔湾区银沙路与钢铁大道交汇处,1,出口3,750*2800,440*920,68000.0,2019,1850,7400,11100,1800,9000,限制地产
570,荔湾区,广钢新城商圈,保利·和光晨樾（一期）,高档住宅,荔湾区银沙路与钢铁大道交汇处,1,进口2,830*2880,480*845,68000.0,2019,1850,7400,11100,1800,9000,限制地产
571,荔湾区,广钢新城商圈,保利·和光晨樾（一期）,高档住宅,荔湾区银沙路与钢铁大道交汇处,1,出口1,830*2790,480*845,68000.0,2019,1850,7400,11100,1800,9000,限制地产
572,荔湾区,广钢新城商圈,保利·和光晨樾（一期）,高档住宅,荔湾区银沙路与钢铁大道交汇处,1,进口1,830*2880,480*845,68000.0,2019,1850,7400,11100,1800,9000,限制地产
573,荔湾区,广钢新城商圈,保利·和光晨樾（一期）,高档住宅,荔湾区银沙路与钢铁大道交汇处,1,出口2,830*2880,480*845,68000.0,2019,1850,7400,11100,1800,9000,限制地产
574,荔湾区,广钢新城商圈,保利·曼宁花园,高档住宅,荔湾区广钢新城,1,出口,830*2790,480*845,55000.0,2014,1560,6240,9360,1300,6500,限制地产
575,荔湾区,广钢新城商圈,保利·曼宁花园,高档住宅,荔湾区广钢新城,1,出口,830*3618,480*845,55000.0,2014,1560,6240,9360,1300,6500,限制地产
576,荔湾区,广钢新城商圈,保利·曼宁花园,高档住宅,荔湾区广钢新城,1,进口,830*3618,480*845,55000.0,2014,1560,6240,9360,1300,6500,限制地产
577,荔湾区,广钢新城商圈,保利·曼宁花园,高档住宅,荔湾区广钢新城,1,出口,830*2790,480*845,55000.0,2014,1560,6240,9360,1300,6500,限制地产
578,荔湾区,广钢新城商圈,保利·堂悦,高档住宅,荔湾区广钢新城崇文二路与荔信三街交叉口西140米,1,东门混进混出,750*2800,440*920,70000.0,2022,1500,6000,7500,1700,10500,限制地产
579,荔湾区,广钢新城商圈,保利·堂悦,高档住宅,荔湾区广钢新城崇文二路与荔信三街交叉口西140米,1,南门进口,830*3290,440*920,70000.0,2022,1500,6000,7500,1700,10500,限制地产
580,荔湾区,广钢新城商圈,保利·堂悦,高档住宅,荔湾区广钢新城崇文二路与荔信三街交叉口西140米,1,南门出口,830*3536,440*920,70000.0,2022,1500,6000,7500,1700,10500,限制地产
581,荔湾区,广钢新城商圈,保利·堂悦,高档住宅,荔湾区广钢新城崇文二路与荔信三街交叉口西140米,1,西门出口,830*3700,440*920,70000.0,2022,1500,6000,7500,1700,10500,限制地产
582,荔湾区,广钢新城商圈,保利东郡,高档住宅,荔湾区广钢新城,1,进口,830*3126,440*920,60000.0,2022,1500,6000,9000,1600,9600,限制地产
583,荔湾区,广钢新城商圈,保利东郡,高档住宅,荔湾区广钢新城,1,出口,830*3126,440*920,60000.0,2022,1500,6000,9000,1600,9600,限制地产
584,荔湾区,广钢新城商圈,保利东郡,高档住宅,荔湾区广钢新城,1,出口,830*3454,440*920,60000.0,2022,1500,6000,9000,1600,9600,限制地产
585,荔湾区,广钢新城商圈,保利东郡,高档住宅,荔湾区广钢新城,1,进口,830*3290,440*920,60000.0,2022,1500,6000,9000,1600,9600,限制地产
586,荔湾区,鹤洞商圈,广船鹤园(鹤洞地铁B出口),住宅、商业,荔湾区鹤洞地铁站B出口,1,混进混出,750*3000,440*920,35000.0,1999,3200,13000,15000,1500,12000,没有限制
587,荔湾区,花地湾商圈,红棉苑,住宅,荔湾区芳村花地大道263号之一红棉苑小区,1,出口2,745*3700,440*920,36000.0,1980,1800,7200,9000,950,5700,限制地产
588,荔湾区,花地湾商圈,红棉苑,住宅,荔湾区芳村花地大道264号之一红棉苑小区,1,出口3,745*3700,440*920,36000.0,1980,1800,7200,9000,950,5700,限制地产
589,荔湾区,花地湾商圈,红棉苑,住宅,荔湾区芳村花地大道260号之一红棉苑小区,1,进口1,745*2790,440*920,36000.0,1980,1800,7200,9000,950,5700,限制地产
590,荔湾区,花地湾商圈,红棉苑,住宅,荔湾区芳村花地大道262号之一红棉苑小区,1,出口1,745*2790,440*920,36000.0,1980,1800,7200,9000,950,5700,限制地产
591,荔湾区,花地湾商圈,红棉苑,住宅,荔湾区芳村花地大道261号之一红棉苑小区,1,进口2,745*3700,440*920,36000.0,1980,1800,7200,9000,950,5700,限制地产
592,荔湾区,花地湾商圈,乐怡居,大型住宅,荔湾区花地湾喜鹊路271号,1,进口,830*3208,480*845,38000.0,1996,1480,5920,8880,800,4000,没有限制
593,荔湾区,花地湾商圈,乐怡居,大型住宅,荔湾区花地湾喜鹊路271号,1,出口,830*3126,480*845,38000.0,1996,1480,5920,8880,800,4000,没有限制
594,荔湾区,花地湾商圈,远东御江豪庭,高档住宅,荔湾区百花路59号花海街,1,进口,750*2800,440*920,42000.0,2019,1020,4080,5100,1000,6000,没有限制
595,荔湾区,花地湾商圈,远东御江豪庭,高档住宅,荔湾区百花路59号花海街,1,出口,750*2800,440*920,42000.0,2019,1020,4080,5100,1000,6000,没有限制
596,荔湾区,黄沙商圈,珠光·御景壹号(A区）,高端楼盘,荔湾区黄沙大道15-17号,1,进口1,830*2790,480*845,80000.0,2013,3680,14720,22080,3500,17500,限制地产
597,荔湾区,黄沙商圈,珠光·御景壹号(A区）,高端楼盘,荔湾区黄沙大道15-17号,1,进口2,830*2790,480*845,80000.0,2013,3680,14720,22080,3500,17500,限制地产
598,荔湾区,黄沙商圈,珠光·御景壹号(A区）,高端楼盘,荔湾区黄沙大道15-17号,1,出口2,830*2716,480*845,80000.0,2013,3680,14720,22080,3500,17500,限制地产
599,荔湾区,黄沙商圈,珠光·御景壹号(A区）,高端楼盘,荔湾区黄沙大道15-17号,1,出口1,830*2716,480*845,80000.0,2013,3680,14720,22080,3500,17500,限制地产
600,荔湾区,黄沙商圈,珠光·御景壹号(B区）,高端楼盘,荔湾区黄沙大道15-17号,1,出口,830*2552,440*920,80000.0,2013,3680,14720,22080,3500,17500,限制地产
601,荔湾区,黄沙商圈,珠光·御景壹号(B区）,高端楼盘,荔湾区黄沙大道15-17号,1,进口,830*2634,440*920,80000.0,2013,3680,14720,22080,3500,17500,限制地产
602,荔湾区,黄沙商圈,珠光·御景壹号(C区）,高端楼盘,荔湾区黄沙大道15-17号,1,出口,830*3044,440*920,80000.0,2013,3680,14720,22080,3500,17500,限制地产
603,荔湾区,黄沙商圈,珠光·御景壹号(C区）,高端楼盘,荔湾区黄沙大道15-17号,1,出口,830*3044,440*920,80000.0,2013,3680,14720,22080,3500,17500,限制地产
604,荔湾区,黄沙商圈,珠光·御景壹号(E区）,高端楼盘,荔湾区黄沙大道15-17号,1,进口,830*3700,480*845,80000.0,2013,3680,14720,22080,3500,17500,限制地产
605,荔湾区,黄沙商圈,珠光·御景壹号(E区）,高端楼盘,荔湾区黄沙大道15-17号,1,出口,830*3618,480*845,80000.0,2013,3680,14720,22080,3500,17500,限制地产
606,荔湾区,龙溪大道商圈,芳村花园（北门）,高档住宅,荔湾区龙溪大道芳和街2号,1,出口,830*3700,480*845,35000.0,1999,3800,15200,22800,1800,9000,没有限制
607,荔湾区,龙溪大道商圈,芳村花园（北门）,高档住宅,荔湾区龙溪大道芳和街2号,1,进口,830*3700,480*845,35000.0,1999,3800,15200,22800,1800,9000,没有限制
608,荔湾区,龙溪大道商圈,芳村花园（南门）,高档住宅,荔湾区龙溪大道芳和街2号,1,进口,830*3290,480*845,35000.0,1999,3800,15200,22800,1800,9000,没有限制
609,荔湾区,龙溪大道商圈,芳村花园（南门）,高档住宅,荔湾区龙溪大道芳和街2号,1,进口,830*3290,480*845,35000.0,1999,3800,15200,22800,1800,9000,没有限制
610,荔湾区,龙溪大道商圈,芳村花园（西门）,高档住宅,荔湾区龙溪大道芳和街2号,1,进口,830*3700,480*845,35000.0,1999,3800,15200,22800,1800,9000,没有限制
611,荔湾区,龙溪大道商圈,芳村花园（西门）,高档住宅,荔湾区龙溪大道芳和街2号,1,出口,830*3700,480*845,35000.0,1999,3800,15200,22800,1800,9000,没有限制
612,荔湾区,龙溪中路商圈,保利·公园九里（东区）,高档住宅,荔湾龙溪中路（葵蓬生态公园旁）,1,进口1,830*3126,480*845,45000.0,2014,3200,12800,19200,3000,15000,限制地产
613,荔湾区,龙溪中路商圈,保利·公园九里（东区）,高档住宅,荔湾龙溪中路（葵蓬生态公园旁）,1,进口2,830*2880,480*845,45000.0,2014,3200,12800,19200,3000,15000,限制地产
614,荔湾区,龙溪中路商圈,保利·公园九里（西区）,高档住宅,荔湾龙溪中路（葵蓬生态公园旁）,1,进口2,830*2716,480*845,45000.0,2014,3200,12800,19200,3000,15000,限制地产
615,荔湾区,龙溪中路商圈,保利·公园九里（西区）,高档住宅,荔湾龙溪中路（葵蓬生态公园旁）,1,进口1,830*2716,480*845,45000.0,2014,3200,12800,19200,3000,15000,限制地产
616,荔湾区,龙溪中路商圈,保利·花香美苑（东区）,高档住宅,荔湾龙溪中路,1,出口2,830*2880,480*845,45000.0,2014,3200,12800,19200,3000,15000,限制地产
617,荔湾区,龙溪中路商圈,保利·花香美苑（东区）,高档住宅,荔湾龙溪中路,1,出口1,830*2880,480*845,45000.0,2014,3200,12800,19200,3000,15000,限制地产
618,荔湾区,龙溪中路商圈,保利·花香美苑（西区）,高档住宅,荔湾龙溪中路,1,出口2,830*2634,480*845,45000.0,2014,3200,12800,19200,3000,15000,限制地产
619,荔湾区,龙溪中路商圈,保利·花香美苑（西区）,高档住宅,荔湾龙溪中路,1,出口1,830*3044,480*845,45000.0,2014,3200,12800,19200,3000,15000,限制地产
620,荔湾区,上下九商圈,荔湾广场（北塔）2,高档住宅,荔湾区上下九路,1,出口,830*3126,480*845,40000.0,1994,2800,11200,16800,1500,7500,没有限制
621,荔湾区,上下九商圈,荔湾广场（南塔）2,高档住宅,荔湾区上下九路,1,出口,830*3126,480*845,40000.0,1994,2800,11200,16800,1500,7500,没有限制
622,荔湾区,上下九商圈,荔湾广场（广场门口）,高档住宅,荔湾区上下九路,1,对开混进混出,830*2634,480*845,40000.0,1994,2800,11200,16800,1500,7500,没有限制
623,荔湾区,上下九商圈,荔湾广场（广场门口）,高档住宅,荔湾区上下九路,1,对开混进混出,830*2634,480*845,40000.0,1994,2800,11200,16800,1500,7500,没有限制
624,荔湾区,上下九商圈,西关大厦,高档住宅,荔湾区十八甫南路30号,1,混进混出,830*2790,480*845,35000.0,1992,800,4000,6000,350,1750,没有限制
625,荔湾区,西增路商圈,北部湾酒店,综合商务,荔湾区西增路28号,1,混进混出,750*2800,440*920,,/,300,1500,1600,200,1200,没有限制
626,荔湾区,中山八路商圈,辉洋苑,高档住宅,荔湾区黄沙大道189-201号中山八路与黄沙大道交界处,1,进口,830*3290,480*845,42000.0,1997,1600,6400,9600,850,4250,没有限制
627,荔湾区,中山八路商圈,辉洋苑,高档住宅,荔湾区黄沙大道189-201号中山八路与黄沙大道交界处,1,出口,830*2634,480*845,42000.0,1997,1600,6400,9600,850,4250,没有限制
628,荔湾区,中山八路商圈,荔港南湾（北门）,高档住宅,荔湾区南岸路67号,1,进口,750*3000,440*920,52000.0,2008,6200,26000,45000,4000,30000,没有限制
629,荔湾区,中山八路商圈,荔港南湾（北门）,高档住宅,荔湾区南岸路67号,1,出口,750*3000,440*920,52000.0,2008,6200,26000,45000,4000,30000,没有限制
630,荔湾区,中山八路商圈,荔港南湾（南门）,高档住宅,荔湾区南岸路67号,1,进口,830*3126,440*920,52000.0,2008,6200,26000,45000,4000,30000,没有限制
631,荔湾区,中山八路商圈,荔港南湾（南门）,高档住宅,荔湾区南岸路67号,1,出口,830*2716,440*920,52000.0,2008,6200,26000,45000,4000,30000,没有限制
632,荔湾区,中山八路商圈,市政西苑,住宅,荔湾区富力路26号小区,1,混进混出,750*2400,440*920,40000.0,1995,680,2800,3500,500,3000,没有限制
633,荔湾区,中山八路商圈,市政西苑,住宅,荔湾区富力路26号小区,1,混进混出,750*2800,440*920,40000.0,1995,680,2800,3500,500,3000,没有限制
634,荔湾区,中山八路商圈,市政西苑,住宅,荔湾区富力路26号小区,1,混进混出,830*2060,480*845,40000.0,1995,680,2800,3500,500,3000,没有限制
635,南海区,大沥商圈,合生·悦公馆,高档住宅,佛山市南海区大沥镇禅炭路与博爱东路交叉口西北140米,1,进口,750*2800,440*920,19000.0,2021,860,3500,5300,800,4800,限制地产
636,南海区,大沥商圈,合生·悦公馆,高档住宅,佛山市南海区大沥镇禅炭路与博爱东路交叉口西北141米,1,出口1,750*2800,440*920,19000.0,2021,860,3500,5300,800,4800,限制地产
637,南海区,大沥商圈,合生·悦公馆,高档住宅,佛山市南海区大沥镇禅炭路与博爱东路交叉口西北142米,1,出口2,750*3000,440*920,19000.0,2021,860,3500,5300,800,4800,限制地产
638,南海区,里水商圈,珠江峰景湾（四期）,高档住宅,,0,,750*2800,440*920,10000.0,2024,850,3600,4600,800,4800,限制地产
639,南沙区,南沙商圈,保利·星满花园（二期）,高档住宅,南沙区镇南路南侧,1,出口,750*2800,440*920,23000.0,2019,3000,12000,18000,3000,15000,限制地产
640,南沙区,南沙商圈,保利·星满花园（二期）,高档住宅,南沙区镇南路南侧,1,出口,750*2800,440*920,23000.0,2019,3000,12000,18000,3000,15000,限制地产
641,南沙区,南沙商圈,保利·星满花园（二期）,高档住宅,南沙区镇南路南侧,1,进口,750*2800,440*920,23000.0,2019,3000,12000,18000,3000,15000,限制地产
642,南沙区,南沙商圈,保利·星满花园（二期）,高档住宅,南沙区镇南路南侧,1,进口,750*2800,440*920,23000.0,2019,3000,12000,18000,3000,15000,限制地产
643,南沙区,南沙商圈,保利·星满花园（一期）,高档住宅,南沙区镇南路南侧,1,出口,750*2800,440*920,23000.0,2019,3000,12000,18000,3000,15000,限制地产
644,南沙区,南沙商圈,保利·星满花园（一期）,高档住宅,南沙区镇南路南侧,1,进口,750*2800,440*920,23000.0,2019,3000,12000,18000,3000,15000,限制地产
645,天河区,奥体中心商圈,帝景山庄,高档住宅、别墅,天河区东圃悦景路11号,1,东门混进混出,830*3700,440*920,100000.0,2012,680,2720,3400,800,4800,限制地产
646,天河区,奥体中心商圈,帝景山庄,高档住宅、别墅,天河区东圃悦景路11号,1,大门进口,830*2880,440*920,100000.0,2012,680,2720,3400,800,4800,限制地产
647,天河区,奥体中心商圈,帝景山庄,高档住宅、别墅,天河区东圃悦景路11号,1,大门出口,830*2880,440*920,100000.0,2012,680,2720,3400,800,4800,限制地产
648,天河区,奥体中心商圈,龙湖·天宸原著二期（北门）,高档住宅,天河区奥体大灵山路452号,1,出口,830*3079,410*780,95000.0,2016,2500,10000,15000,2500,12500,限制地产
649,天河区,奥体中心商圈,龙湖·天宸原著二期（北门）,高档住宅,天河区奥体大灵山路452号,1,进口,830*3700,410*780,95000.0,2016,2500,10000,15000,2500,12500,限制地产
650,天河区,奥体中心商圈,龙湖·天宸原著二期（南门）,高档住宅,天河区奥体大灵山路452号,1,出口,830*3265,410*780,95000.0,2016,2500,10000,15000,2500,12500,限制地产
651,天河区,奥体中心商圈,龙湖·天宸原著二期（南门）,高档住宅,天河区奥体大灵山路452号,1,进口,830*3079,410*780,95000.0,2016,2500,10000,15000,2500,12500,限制地产
652,天河区,奥体中心商圈,龙湖·天宸原著一期（东门）,高档住宅、别墅,天河区奥体大灵山路452号,1,出口,830*2986,410*780,95000.0,2016,2500,10000,15000,2500,12500,限制地产
653,天河区,奥体中心商圈,龙湖·天宸原著一期（东门）,高档住宅、别墅,天河区奥体大灵山路452号,1,出口,830*3451,410*780,95000.0,2016,2500,10000,15000,2500,12500,限制地产
654,天河区,奥体中心商圈,龙湖·天宸原著一期（东门）,高档住宅、别墅,天河区奥体大灵山路452号,1,进口,830*3637,410*780,95000.0,2016,2500,10000,15000,2500,12500,限制地产
655,天河区,奥体中心商圈,龙湖·天宸原著一期（南门别墅区）,高档住宅、别墅,天河区奥体大灵山路452号,1,出口,830*2614,410*780,95000.0,2016,2500,10000,15000,2500,12500,限制地产
656,天河区,奥体中心商圈,龙湖·天宸原著一期（南门别墅区）,高档住宅、别墅,天河区奥体大灵山路452号,1,进口,830*3451,410*780,95000.0,2016,2500,10000,15000,2500,12500,限制地产
657,天河区,奥体中心商圈,腾晖·创境,创意园、写字楼,天河区大灵山路488号,1,出口,750*2800,440*920,,/,850,3400,4250,650,3800,没有限制
658,天河区,奥体中心商圈,腾晖·创境,创意园、写字楼,天河区大灵山路488号,1,混进混出,750*2800,440*920,,/,850,3400,4250,650,3800,没有限制
